,experiment_accession,study_accession,age,missing_metadata,cell_line,differentiated
603,SRX2018976,SRP081605,15,False,False,False
604,SRX1640748,SRP071965,15,False,False,False
605,SRX1640681,SRP071965,15,False,False,False
606,SRX1640761,SRP071965,15,False,False,False
607,SRX2018804,SRP081605,15,False,False,False
608,SRX1640478,SRP071965,15,False,False,False
609,SRX2018892,SRP081605,15,False,False,False
610,SRX2018860,SRP081605,15,False,False,False
611,SRX1640741,SRP071965,15,False,False,False
612,SRX1640647,SRP071965,15,False,False,False
613,SRX2018826,SRP081605,15,False,False,False
614,SRX2018941,SRP081605,15,False,False,False
615,SRX2018830,SRP081605,15,False,False,False
616,SRX1640467,SRP071965,15,False,False,False
617,SRX1640646,SRP071965,15,False,False,False
618,SRX1640753,SRP071965,15,False,False,False
619,SRX1640576,SRP071965,15,False,False,False
620,SRX1640492,SRP071965,15,False,False,False
621,SRX1640657,SRP071965,15,False,False,False
622,SRX1640422,SRP071965,15,False,False,False
623,SRX1640417,SRP071965,15,False,False,False
624,SRX1640466,SRP071965,15,False,False,False
625,SRX1640578,SRP071965,15,False,False,False
626,SRX1640610,SRP071965,15,False,False,False
627,SRX1640474,SRP071965,15,False,False,False
628,SRX1640447,SRP071965,15,False,False,False
629,SRX1640553,SRP071965,15,False,False,False
630,SRX1640747,SRP071965,15,False,False,False
631,SRX2018870,SRP081605,15,False,False,False
632,SRX1640563,SRP071965,15,False,False,False
633,SRX1640464,SRP071965,15,False,False,False
634,SRX1640762,SRP071965,15,False,False,False
635,SRX2018816,SRP081605,15,False,False,False
636,SRX2018917,SRP081605,15,False,False,False
637,SRX1640651,SRP071965,15,False,False,False
638,SRX1640609,SRP071965,15,False,False,False
639,SRX1640444,SRP071965,15,False,False,False
640,SRX1640749,SRP071965,15,False,False,False
641,SRX1640573,SRP071965,15,False,False,False
642,SRX1640652,SRP071965,15,False,False,False
643,SRX1640574,SRP071965,15,False,False,False
644,SRX1640570,SRP071965,15,False,False,False
645,SRX2018802,SRP081605,15,False,False,False
646,SRX1640475,SRP071965,15,False,False,False
647,SRX1640571,SRP071965,15,False,False,False
648,SRX1640465,SRP071965,15,False,False,False
649,SRX1640455,SRP071965,15,False,False,False
650,SRX1640648,SRP071965,15,False,False,False
651,SRX1640550,SRP071965,15,False,False,False
652,SRX1640445,SRP071965,15,False,False,False
653,SRX1640752,SRP071965,15,False,False,False
654,SRX1640577,SRP071965,15,False,False,False
655,SRX1640608,SRP071965,15,False,False,False
656,SRX1640675,SRP071965,15,False,False,False
657,SRX1640452,SRP071965,15,False,False,False
658,SRX1640552,SRP071965,15,False,False,False
659,SRX1640564,SRP071965,15,False,False,False
660,SRX1640572,SRP071965,15,False,False,False
661,SRX1640446,SRP071965,15,False,False,False
662,SRX1640650,SRP071965,15,False,False,False
663,SRX1640579,SRP071965,15,False,False,False
664,SRX1640551,SRP071965,15,False,False,False
665,SRX2018846,SRP081605,15,False,False,False
666,SRX1640454,SRP071965,15,False,False,False
667,SRX2018910,SRP081605,15,False,False,False
668,SRX2018863,SRP081605,15,False,False,False
669,SRX2019222,SRP081654,16,False,False,False
670,SRX1640750,SRP071965,16,False,False,False
671,SRX1640529,SRP071965,16,False,False,False
672,SRX1640600,SRP071965,16,False,False,False
673,SRX1640562,SRP071965,16,False,False,False
674,SRX1640415,SRP071965,16,False,False,False
675,SRX1640584,SRP071965,16,False,False,False
676,SRX1640545,SRP071965,16,False,False,False
677,SRX1640663,SRP071965,16,False,False,False
678,SRX1640540,SRP071965,16,False,False,False
679,SRX1858195,SRP076773,16,False,False,False
680,SRX1640642,SRP071965,16,False,False,False
681,SRX1640709,SRP071965,16,False,False,False
682,SRX1640598,SRP071965,16,False,False,False
683,SRX1640591,SRP071965,16,False,False,False
684,SRX1640720,SRP071965,16,False,False,False
685,SRX1640558,SRP071965,16,False,False,False
686,SRX1640541,SRP071965,16,False,False,False
687,SRX1640712,SRP071965,16,False,False,False
688,SRX1640658,SRP071965,16,False,False,False
689,SRX1640763,SRP071965,16,False,False,False
690,SRX1640736,SRP071965,16,False,False,False
691,SRX1640546,SRP071965,16,False,False,False
692,SRX1640721,SRP071965,16,False,False,False
693,SRX2019218,SRP081654,16,False,False,False
694,SRX1640641,SRP071965,16,False,False,False
695,SRX1640543,SRP071965,16,False,False,False
696,SRX1640583,SRP071965,16,False,False,False
697,SRX1640679,SRP071965,16,False,False,False
698,SRX1640698,SRP071965,16,False,False,False
699,SRX1640457,SRP071965,16,False,False,False
700,SRX1640549,SRP071965,16,False,False,False
701,SRX1640699,SRP071965,16,False,False,False
702,SRX1640603,SRP071965,16,False,False,False
703,SRX2018850,SRP081605,16,False,False,False
704,SRX2018898,SRP081605,16,False,False,False
705,SRX1640764,SRP071965,16,False,False,False
706,SRX1640660,SRP071965,16,False,False,False
707,SRX1640732,SRP071965,16,False,False,False
708,SRX1640560,SRP071965,16,False,False,False
709,SRX1640595,SRP071965,16,False,False,False
710,SRX1640559,SRP071965,16,False,False,False
711,SRX1640644,SRP071965,16,False,False,False
712,SRX1640596,SRP071965,16,False,False,False
713,SRX1640592,SRP071965,16,False,False,False
714,SRX1640708,SRP071965,16,False,False,False
715,SRX1640607,SRP071965,16,False,False,False
716,SRX1640734,SRP071965,16,False,False,False
717,SRX1640456,SRP071965,16,False,False,False
718,SRX1640428,SRP071965,16,False,False,False
719,SRX1640518,SRP071965,16,False,False,False
720,SRX1640606,SRP071965,16,False,False,False
721,SRX2018822,SRP081605,16,False,False,False
722,SRX1640527,SRP071965,16,False,False,False
723,SRX1640593,SRP071965,16,False,False,False
724,SRX2019140,SRP081654,16,False,False,False
725,SRX1640599,SRP071965,16,False,False,False
726,SRX1640586,SRP071965,16,False,False,False
727,SRX1640530,SRP071965,16,False,False,False
728,SRX1640538,SRP071965,16,False,False,False
729,SRX1640743,SRP071965,16,False,False,False
730,SRX1640542,SRP071965,16,False,False,False
731,SRX1640659,SRP071965,16,False,False,False
732,SRX1640597,SRP071965,16,False,False,False
733,SRX1640589,SRP071965,16,False,False,False
734,SRX1640587,SRP071965,16,False,False,False
735,SRX1640427,SRP071965,16,False,False,False
736,SRX2019244,SRP081654,16,False,False,False
737,SRX2018946,SRP081605,16,False,False,False
738,SRX1640425,SRP071965,16,False,False,False
739,SRX1640548,SRP071965,16,False,False,False
740,SRX1640588,SRP071965,16,False,False,False
741,SRX1640710,SRP071965,16,False,False,False
742,SRX2018957,SRP081605,16,False,False,False
743,SRX1640590,SRP071965,16,False,False,False
744,SRX1640751,SRP071965,16,False,False,False
745,SRX1640643,SRP071965,16,False,False,False
746,SRX1640547,SRP071965,16,False,False,False
747,SRX1640649,SRP071965,16,False,False,False
748,SRX1640735,SRP071965,16,False,False,False
749,SRX1640561,SRP071965,16,False,False,False
750,SRX1640539,SRP071965,16,False,False,False
751,SRX1640517,SRP071965,16,False,False,False
752,SRX1640585,SRP071965,16,False,False,False
753,SRX1640416,SRP071965,16,False,False,False
754,SRX1640742,SRP071965,16,False,False,False
755,SRX2018803,SRP081605,16,False,False,False
756,SRX1640605,SRP071965,16,False,False,False
757,SRX1640594,SRP071965,16,False,False,False
758,SRX1640711,SRP071965,16,False,False,False
759,SRX1640604,SRP071965,16,False,False,False
760,SRX1640528,SRP071965,16,False,False,False
761,SRX1640680,SRP071965,16,False,False,False
762,SRX1640733,SRP071965,16,False,False,False
763,SRX1640544,SRP071965,16,False,False,False
764,SRX1640655,SRP071965,16,False,False,False
765,SRX1640682,SRP071965,16,False,False,False
766,SRX1640426,SRP071965,16,False,False,False
767,SRX2018864,SRP081605,17,False,False,False
768,SRX1640731,SRP071965,17,False,False,False
769,SRX2018798,SRP081605,17,False,False,False
770,SRX2019225,SRP081654,17,False,False,False
771,SRX1640531,SRP071965,17,False,False,False
772,SRX1640685,SRP071965,17,False,False,False
773,SRX1640566,SRP071965,17,False,False,False
774,SRX1640661,SRP071965,17,False,False,False
775,SRX1640707,SRP071965,17,False,False,False
776,SRX1640714,SRP071965,17,False,False,False
777,SRX2018874,SRP081605,17,False,False,False
778,SRX2018921,SRP081605,17,False,False,False
779,SRX2018961,SRP081605,17,False,False,False
780,SRX1640519,SRP071965,17,False,False,False
781,SRX1640702,SRP071965,17,False,False,False
782,SRX2018902,SRP081605,17,False,False,False
783,SRX1640522,SRP071965,17,False,False,False
784,SRX1640696,SRP071965,17,False,False,False
785,SRX1640533,SRP071965,17,False,False,False
786,SRX1640568,SRP071965,17,False,False,False
787,SRX1640730,SRP071965,17,False,False,False
788,SRX1640713,SRP071965,17,False,False,False
789,SRX1640674,SRP071965,17,False,False,False
790,SRX1640684,SRP071965,17,False,False,False
791,SRX1640567,SRP071965,17,False,False,False
792,SRX1640737,SRP071965,17,False,False,False
793,SRX1640521,SRP071965,17,False,False,False
794,SRX1640726,SRP071965,17,False,False,False
795,SRX1640556,SRP071965,17,False,False,False
796,SRX1640424,SRP071965,17,False,False,False
797,SRX1640665,SRP071965,17,False,False,False
798,SRX1640673,SRP071965,17,False,False,False
799,SRX1640664,SRP071965,17,False,False,False
800,SRX1640423,SRP071965,17,False,False,False
801,SRX1640695,SRP071965,17,False,False,False
802,SRX2018959,SRP081605,17,False,False,False
803,SRX1640555,SRP071965,17,False,False,False
804,SRX1640729,SRP071965,17,False,False,False
805,SRX1640688,SRP071965,17,False,False,False
806,SRX1640537,SRP071965,17,False,False,False
807,SRX1640669,SRP071965,17,False,False,False
808,SRX1640740,SRP071965,17,False,False,False
809,SRX1640716,SRP071965,17,False,False,False
810,SRX1640554,SRP071965,17,False,False,False
811,SRX1640718,SRP071965,17,False,False,False
812,SRX1640722,SRP071965,17,False,False,False
813,SRX2018908,SRP081605,17,False,False,False
814,SRX1640701,SRP071965,17,False,False,False
815,SRX1640728,SRP071965,17,False,False,False
816,SRX1640532,SRP071965,17,False,False,False
817,SRX1640565,SRP071965,17,False,False,False
818,SRX1640480,SRP071965,17,False,False,False
819,SRX1640581,SRP071965,17,False,False,False
820,SRX1640739,SRP071965,17,False,False,False
821,SRX2018897,SRP081605,17,False,False,False
822,SRX2018799,SRP081605,17,False,False,False
823,SRX1640557,SRP071965,17,False,False,False
824,SRX2019236,SRP081654,17,False,False,False
825,SRX1640704,SRP071965,17,False,False,False
826,SRX1640693,SRP071965,17,False,False,False
827,SRX1640697,SRP071965,17,False,False,False
828,SRX1640536,SRP071965,17,False,False,False
829,SRX1640534,SRP071965,17,False,False,False
830,SRX2018849,SRP081605,17,False,False,False
831,SRX1640705,SRP071965,17,False,False,False
832,SRX1640724,SRP071965,17,False,False,False
833,SRX1640703,SRP071965,17,False,False,False
834,SRX1640727,SRP071965,17,False,False,False
835,SRX1640719,SRP071965,17,False,False,False
836,SRX1640667,SRP071965,17,False,False,False
837,SRX1640481,SRP071965,17,False,False,False
838,SRX1640670,SRP071965,17,False,False,False
839,SRX2018861,SRP081605,17,False,False,False
840,SRX1640694,SRP071965,17,False,False,False
841,SRX2018805,SRP081605,17,False,False,False
842,SRX2019232,SRP081654,17,False,False,False
843,SRX1640671,SRP071965,17,False,False,False
844,SRX1640706,SRP071965,17,False,False,False
845,SRX2018896,SRP081605,17,False,False,False
846,SRX1640666,SRP071965,17,False,False,False
847,SRX2018911,SRP081605,17,False,False,False
848,SRX1640725,SRP071965,17,False,False,False
849,SRX2018848,SRP081605,17,False,False,False
850,SRX2018950,SRP081605,17,False,False,False
851,SRX1640717,SRP071965,17,False,False,False
852,SRX2018823,SRP081605,17,False,False,False
853,SRX1640757,SRP071965,17,False,False,False
854,SRX2018945,SRP081605,17,False,False,False
855,SRX1640758,SRP071965,17,False,False,False
856,SRX2018855,SRP081605,17,False,False,False
857,SRX1640738,SRP071965,17,False,False,False
858,SRX1640615,SRP071965,17,False,False,False
859,SRX1640723,SRP071965,17,False,False,False
860,SRX1640616,SRP071965,17,False,False,False
861,SRX2018974,SRP081605,17,False,False,False
862,SRX1640535,SRP071965,17,False,False,False
863,SRX1640668,SRP071965,17,False,False,False
864,SRX1640687,SRP071965,17,False,False,False
865,SRX1640715,SRP071965,17,False,False,False
866,SRX1640686,SRP071965,17,False,False,False
867,SRX1640582,SRP071965,17,False,False,False
868,SRX1640617,SRP071965,17,False,False,False
869,SRX1640580,SRP071965,17,False,False,False
870,SRX1640662,SRP071965,17,False,False,False
871,SRX1640520,SRP071965,17,False,False,False
872,SRX1640700,SRP071965,17,False,False,False
873,SRX2018818,SRP081605,17,False,False,False
874,SRX1640755,SRP071965,18,False,False,False
875,SRX1640760,SRP071965,18,False,False,False
876,SRX1640525,SRP071965,18,False,False,False
877,SRX2019328,SRP081654,18,False,False,False
878,SRX1640515,SRP071965,18,False,False,False
879,SRX1640507,SRP071965,18,False,False,False
880,SRX1640511,SRP071965,18,False,False,False
881,SRX1473318,SRP053274,18,False,False,False
882,SRX2019238,SRP081654,18,False,False,False
883,SRX1640683,SRP071965,18,False,False,False
884,SRX2019411,SRP081654,18,False,False,False
885,SRX1640523,SRP071965,18,False,False,False
886,SRX1640765,SRP071965,18,False,False,False
887,SRX1640526,SRP071965,18,False,False,False
888,SRX1640602,SRP071965,18,False,False,False
889,SRX1640501,SRP071965,18,False,False,False
890,SRX1640497,SRP071965,18,False,False,False
891,SRX1640754,SRP071965,18,False,False,False
892,SRX1640505,SRP071965,18,False,False,False
893,SRX1640503,SRP071965,18,False,False,False
894,SRX1640502,SRP071965,18,False,False,False
895,SRX1640514,SRP071965,18,False,False,False
896,SRX1473310,SRP053274,18,False,False,False
897,SRX2019316,SRP081654,18,False,False,False
898,SRX1640504,SRP071965,18,False,False,False
899,SRX2019350,SRP081654,18,False,False,False
900,SRX1640601,SRP071965,18,False,False,False
901,SRX2019409,SRP081654,18,False,False,False
902,SRX1640524,SRP071965,18,False,False,False
903,SRX1473316,SRP053274,18,False,False,False
904,SRX1640509,SRP071965,18,False,False,False
905,SRX1640510,SRP071965,18,False,False,False
906,SRX1640495,SRP071965,18,False,False,False
907,SRX1640759,SRP071965,18,False,False,False
908,SRX1640496,SRP071965,18,False,False,False
909,SRX1640498,SRP071965,18,False,False,False
910,SRX1640494,SRP071965,18,False,False,False
911,SRX1640500,SRP071965,18,False,False,False
912,SRX1640499,SRP071965,18,False,False,False
913,SRX1640512,SRP071965,18,False,False,False
914,SRX1640513,SRP071965,18,False,False,False
915,SRX1640508,SRP071965,18,False,False,False
916,SRX2019151,SRP081654,18,False,False,False
917,SRX1640506,SRP071965,18,False,False,False
918,SRX1640766,SRP071965,18,False,False,False
919,SRX1640756,SRP071965,18,False,False,False
920,SRX1640516,SRP071965,18,False,False,False
921,SRX2019383,SRP081654,19,False,False,False
922,SRX2019414,SRP081654,19,False,False,False
923,SRX668698,SRP045207,19,False,False,False
924,SRX2019412,SRP081654,19,False,False,False
925,SRX2019394,SRP081654,19,False,False,False
926,SRX965504,SRP056443,19,False,False,False
927,SRX965514,SRP056443,19,False,False,False
928,SRX2019407,SRP081654,20,False,False,False
929,SRX2019410,SRP081654,20,False,False,False
930,SRX2019406,SRP081654,20,False,False,False
931,SRX2019237,SRP081654,20,False,False,False
932,SRX668697,SRP045207,20,False,False,False
933,SRX1858249,SRP076773,20,False,False,False
934,SRX2019234,SRP081654,20,False,False,False
935,SRX2019184,SRP081654,21,False,False,False
936,SRX680651,SRP045500,21,False,False,False
937,SRX2019245,SRP081654,21,False,False,False
938,SRX2019144,SRP081654,21,False,False,False
939,SRX2019240,SRP081654,21,False,False,False
940,SRX2019143,SRP081654,21,False,False,False
941,SRX680649,SRP045500,21,False,False,False
942,SRX680650,SRP045500,21,False,False,False
943,SRX2019175,SRP081654,21,False,False,False
944,SRX965508,SRP056443,21,False,False,False
945,SRX680654,SRP045500,21,False,False,False
946,SRX2019141,SRP081654,21,False,False,False
947,SRX680653,SRP045500,21,False,False,False
948,SRX680648,SRP045500,21,False,False,False
949,SRX2019241,SRP081654,21,False,False,False
950,SRX965518,SRP056443,21,False,False,False
951,SRX680652,SRP045500,21,False,False,False
952,SRX2019235,SRP081654,22,False,False,False
953,SRX680615,SRP045500,22,False,False,False
954,SRX965502,SRP056443,22,False,False,False
955,SRX680619,SRP045500,22,False,False,False
956,SRX2019229,SRP081654,22,False,False,False
957,SRX2019221,SRP081654,22,False,False,False
958,SRX2019142,SRP081654,22,False,False,False
959,SRX680620,SRP045500,22,False,False,False
960,SRX680616,SRP045500,22,False,False,False
961,SRX680617,SRP045500,22,False,False,False
962,SRX965509,SRP056443,22,False,False,False
963,SRX680618,SRP045500,22,False,False,False
964,SRX2019415,SRP081654,22,False,False,False
965,SRX680614,SRP045500,22,False,False,False
966,SRX2018894,SRP081605,23,False,False,False
967,SRX2018847,SRP081605,23,False,False,False
968,SRX2018796,SRP081605,23,False,False,False
969,SRX2018944,SRP081605,23,False,False,False
970,SRX680564,SRP045500,24,False,False,False
971,SRX2019413,SRP081654,24,False,False,False
972,SRX1473304,SRP053274,24,False,False,False
973,SRX680565,SRP045500,24,False,False,False
974,SRX2019230,SRP081654,24,False,False,False
975,SRX680563,SRP045500,24,False,False,False
976,SRX1184447,SRP063355,24,False,False,False
977,ERX1594904,ERP016409,24,False,False,False
978,SRX680562,SRP045500,24,False,False,False
979,SRX680544,SRP045500,24,False,False,False
980,SRX680567,SRP045500,24,False,False,False
981,SRX871804,SRP053274,24,False,False,False
982,SRX680566,SRP045500,24,False,False,False
983,ERX1594907,ERP016409,24,False,False,False
984,SRX2019405,SRP081654,24,False,False,False
985,SRX1473308,SRP053274,24,False,False,False
986,SRX2018817,SRP081605,25,False,False,False
987,SRX2019294,SRP081654,25,False,False,False
988,SRX2019223,SRP081654,25,False,False,False
989,SRX2018862,SRP081605,25,False,False,False
990,SRX2018960,SRP081605,25,False,False,False
991,SRX2018909,SRP081605,25,False,False,False
992,SRX2019305,SRP081654,25,False,False,False
993,SRX2019250,SRP081654,25,False,False,False
994,SRX2019226,SRP081654,25,False,False,False
995,SRX3244037,SRP119431,25,False,False,False
996,SRX2019272,SRP081654,25,False,False,False
997,SRX2019283,SRP081654,26,False,False,False
998,SRX680568,SRP045500,27,False,False,False
999,SRX680545,SRP045500,27,False,False,False
1000,ERX1492291,ERP015750,27,False,False,False
1001,ERX1492295,ERP015750,27,False,False,False
1002,SRX680572,SRP045500,27,False,False,False
1003,SRX2018839,SRP081605,27,False,False,False
1004,ERX1492293,ERP015750,27,False,False,False
1005,SRX2019243,SRP081654,27,False,False,False
1006,SRX680569,SRP045500,27,False,False,False
1007,ERX1594908,ERP016409,27,False,False,False
1008,ERX1492296,ERP015750,27,False,False,False
1009,SRX2018884,SRP081605,27,False,False,False
1010,ERX1492292,ERP015750,27,False,False,False
1011,SRX2019224,SRP081654,27,False,False,False
1012,SRX2018931,SRP081605,27,False,False,False
1013,SRX680570,SRP045500,27,False,False,False
1014,SRX680571,SRP045500,27,False,False,False
1015,SRX2019242,SRP081654,27,False,False,False
1016,ERX1492294,ERP015750,27,False,False,False
1017,SRX2019227,SRP081654,27,False,False,False
1018,SRX2019339,SRP081654,28,False,False,False
1019,SRX1184449,SRP063355,28,False,False,False
1020,SRX2019361,SRP081654,28,False,False,False
1021,SRX965512,SRP056443,28,False,False,False
1022,SRX2019372,SRP081654,28,False,False,False
1023,SRX965511,SRP056443,28,False,False,False
1024,SRX680610,SRP045500,29,False,False,False
1025,SRX2018851,SRP081605,29,False,False,False
1026,SRX2018821,SRP081605,29,False,False,False
1027,SRX965501,SRP056443,29,False,False,False
1028,SRX2018869,SRP081605,29,False,False,False
1029,SRX680611,SRP045500,29,False,False,False
1030,SRX680607,SRP045500,29,False,False,False
1031,SRX680609,SRP045500,29,False,False,False
1032,SRX2018967,SRP081605,29,False,False,False
1033,SRX2018899,SRP081605,29,False,False,False
1034,SRX2018916,SRP081605,29,False,False,False
1035,SRX2018809,SRP081605,29,False,False,False
1036,SRX680608,SRP045500,29,False,False,False
1037,SRX680613,SRP045500,29,False,False,False
1038,SRX680612,SRP045500,29,False,False,False
1039,SRX965496,SRP056443,29,False,False,False
1040,ERX1594906,ERP016409,29,False,False,False
1041,SRX2018947,SRP081605,29,False,False,False
1042,SRX1858249,SRP076773,29,False,False,False
1043,SRX680632,SRP045500,30,False,False,False
1044,SRX1053691,SRP059244,30,False,False,False
1045,SRX1053695,SRP059244,30,False,False,False
1046,SRX1982071,SRP080020,30,False,False,False
1047,SRX1977287,SRP079879,30,False,False,False
1048,SRX1053657,SRP059244,30,False,False,False
1049,SRX2019261,SRP081654,30,False,False,False
1050,SRX2332396,SRP059244,30,False,False,False
1051,SRX1184440,SRP063355,30,False,False,False
1052,SRX680631,SRP045500,30,False,False,False
1053,SRX2332395,SRP059244,30,False,False,False
1054,SRX1053689,SRP059244,30,False,False,False
1055,SRX1053697,SRP059244,30,False,False,False
1056,SRX680629,SRP045500,30,False,False,False
1057,SRX680634,SRP045500,30,False,False,False
1058,SRX2332394,SRP059244,30,False,False,False
1059,SRX1053687,SRP059244,30,False,False,False
1060,SRX680628,SRP045500,30,False,False,False
1061,SRX2332397,SRP059244,30,False,False,False
1062,SRX1053693,SRP059244,30,False,False,False
1063,SRX680633,SRP045500,30,False,False,False
1064,SRX680630,SRP045500,30,False,False,False
1065,SRX1858195,SRP076773,30,False,False,False
1066,SRX2745125,SRP092128,30,False,False,False
1067,SRX1982072,SRP080020,30,False,False,False
1068,SRX1053671,SRP059244,30,False,False,False
1069,SRX1053676,SRP059244,30,False,False,False
1070,SRX2332398,SRP059244,30,False,False,False
1071,SRX1053685,SRP059244,30,False,False,False
1072,SRX1053648,SRP059244,30,False,False,False
1073,SRX1053646,SRP059244,30,False,False,False
1074,SRX1053552,SRP059244,30,False,False,False
1075,SRX395489,SRP034586,30,False,False,False
1076,SRX965515,SRP056443,31,False,False,False
1077,SRX1184433,SRP063355,31,False,False,False
1078,SRX1184445,SRP063355,31,False,False,False
1079,SRX1184378,SRP063355,31,False,False,False
1080,SRX965505,SRP056443,31,False,False,False
1081,SRX680549,SRP045500,32,False,False,False
1082,SRX680548,SRP045500,32,False,False,False
1083,SRX680547,SRP045500,32,False,False,False
1084,SRX680551,SRP045500,32,False,False,False
1085,SRX680546,SRP045500,32,False,False,False
1086,SRX965506,SRP056443,32,False,False,False
1087,SRX680541,SRP045500,32,False,False,False
1088,SRX965519,SRP056443,32,False,False,False
1089,SRX1184438,SRP063355,32,False,False,False
1090,SRX680550,SRP045500,32,False,False,False
1091,SRX1184439,SRP063355,33,False,False,False
1092,SRX965507,SRP056443,33,False,False,False
1093,SRX1565289,SRP069244,33,False,False,False
1094,SRX965498,SRP056443,33,False,False,False
1095,SRX2162372,SRP089814,34,False,False,False
1096,SRX1998450,SRP080879,34,False,False,False
1097,SRX2162370,SRP089814,34,False,False,False
1098,SRX965513,SRP056443,34,False,False,False
1099,SRX965500,SRP056443,34,False,False,False
1100,SRX965497,SRP056443,34,False,False,False
1101,SRX2162369,SRP089814,34,False,False,False
1102,SRX965516,SRP056443,34,False,False,False
1103,SRX1565295,SRP069244,34,False,False,False
1104,SRX2162371,SRP089814,34,False,False,False
1105,SRX1998386,SRP080879,34,False,False,False
1106,SRX680655,SRP045500,35,False,False,False
1107,SRX1565296,SRP069244,35,False,False,False
1108,SRX680656,SRP045500,35,False,False,False
1109,SRX680658,SRP045500,35,False,False,False
1110,SRX680665,SRP045500,35,False,False,False
1111,SRX680659,SRP045500,35,False,False,False
1112,SRX680666,SRP045500,35,False,False,False
1113,SRX680664,SRP045500,35,False,False,False
1114,SRX680661,SRP045500,35,False,False,False
1115,SRX680662,SRP045500,35,False,False,False
1116,SRX680663,SRP045500,35,False,False,False
1117,SRX680660,SRP045500,35,False,False,False
1118,SRX680667,SRP045500,35,False,False,False
1119,SRX680657,SRP045500,35,False,False,False
1120,SRX680594,SRP045500,36,False,False,False
1121,SRX680605,SRP045500,36,False,False,False
1122,SRX680604,SRP045500,36,False,False,False
1123,SRX680596,SRP045500,36,False,False,False
1124,SRX680597,SRP045500,36,False,False,False
1125,SRX680606,SRP045500,36,False,False,False
1126,SRX680600,SRP045500,36,False,False,False
1127,SRX680598,SRP045500,36,False,False,False
1128,SRX680595,SRP045500,36,False,False,False
1129,SRX680593,SRP045500,36,False,False,False
1130,SRX680602,SRP045500,36,False,False,False
1131,SRX2264064,SRP091948,36,False,False,False
1132,SRX680603,SRP045500,36,False,False,False
1133,SRX680601,SRP045500,36,False,False,False
1134,SRX965499,SRP056443,36,False,False,False
1135,SRX680599,SRP045500,36,False,False,False
1136,SRX965510,SRP056443,36,False,False,False
1137,SRX965503,SRP056443,38,False,False,False
1138,SRX1869637,SRP076902,38,False,False,False
1139,SRX1869639,SRP076902,38,False,False,False
1140,SRX1869640,SRP076902,38,False,False,False
1141,SRX1869638,SRP076902,38,False,False,False
1142,SRX1869641,SRP076902,38,False,False,False
1143,SRX965517,SRP056443,38,False,False,False
1144,SRX680583,SRP045500,39,False,False,False
1145,SRX1184442,SRP063355,39,False,False,False
1146,SRX1184436,SRP063355,39,False,False,False
1147,SRX680581,SRP045500,39,False,False,False
1148,SRX680584,SRP045500,39,False,False,False
1149,SRX680580,SRP045500,39,False,False,False
1150,SRX1565271,SRP069244,39,False,False,False
1151,SRX680585,SRP045500,39,False,False,False
1152,SRX680582,SRP045500,39,False,False,False
1153,SRX1184437,SRP063355,40,False,False,False
1154,SRX1998448,SRP080879,40,False,False,False
1155,SRX1565272,SRP069244,40,False,False,False
1156,SRX2162329,SRP089814,40,False,False,False
1157,SRX1998429,SRP080879,40,False,False,False
1158,SRX1806519,SRP068953,40,False,False,False
1159,SRX2162330,SRP089814,40,False,False,False
1160,SRX668465,SRP045207,41,False,False,False
1161,SRX680644,SRP045500,42,False,False,False
1162,SRX1565273,SRP069244,42,False,False,False
1163,SRX680647,SRP045500,42,False,False,False
1164,SRX680646,SRP045500,42,False,False,False
1165,SRX1869633,SRP076902,42,False,False,False
1166,SRX1869635,SRP076902,42,False,False,False
1167,SRX1869632,SRP076902,42,False,False,False
1168,SRX680645,SRP045500,42,False,False,False
1169,SRX680643,SRP045500,42,False,False,False
1170,SRX1869636,SRP076902,42,False,False,False
1171,SRX1869634,SRP076902,42,False,False,False
1172,SRX680642,SRP045500,42,False,False,False
1173,SRX1565290,SRP069244,43,False,False,False
1174,SRX1565299,SRP069244,43,False,False,False
1175,SRX1626356,SRP071638,43,False,False,False
1176,SRX1184441,SRP063355,43,False,False,False
1177,SRX1550850,SRP069016,44,False,False,False
1178,SRX1620350,SRP062979,44,False,False,False
1179,SRX1565297,SRP069244,44,False,False,False
1180,SRX1620352,SRP062979,44,False,False,False
1181,SRX1620351,SRP062979,44,False,False,False
1182,SRX1184431,SRP063355,45,False,False,False
1183,SRX390064,SRP033696,45,False,False,False
1184,SRX390063,SRP033696,45,False,False,False
1185,SRX668464,SRP045207,45,False,False,False
1186,SRX1565293,SRP069244,46,False,False,False
1187,SRX205696,SRP017262,47,False,False,False
1188,SRX1565287,SRP069244,47,False,False,False
1189,SRX1184450,SRP063355,48,False,False,False
1190,SRX1565288,SRP069244,48,False,False,False
1191,SRX1565281,SRP069244,49,False,False,False
1192,SRX1565280,SRP069244,49,False,False,False
1193,SRX1565279,SRP069244,49,False,False,False
1194,SRX1565282,SRP069244,49,False,False,False
1195,SRX1565277,SRP069244,49,False,False,False
1196,SRX1565283,SRP069244,49,False,False,False
1197,SRX2332395,SRP059244,50,False,False,False
1198,SRX1053689,SRP059244,50,False,False,False
1199,SRX2332397,SRP059244,50,False,False,False
1200,SRX1053685,SRP059244,50,False,False,False
1201,SRX1053693,SRP059244,50,False,False,False
1202,SRX1053697,SRP059244,50,False,False,False
1203,SRX1858195,SRP076773,50,False,False,False
1204,SRX1053691,SRP059244,50,False,False,False
1205,SRX1053648,SRP059244,50,False,False,False
